k_Mpc,P_R,P_t
4.837279661e-05,1.533783233e-09,8.677629424e-12
5.253439980e-05,1.619165170e-09,8.677248013e-12
5.705403360e-05,1.705160809e-09,8.676876190e-12
6.196250004e-05,1.787004227e-09,8.676512783e-12
6.729325113e-05,1.861606799e-09,8.676156553e-12
7.308261682e-05,1.927686256e-09,8.675806332e-12
7.937005260e-05,1.985538732e-09,8.675461106e-12
8.619840837e-05,2.036486237e-09,8.675120061e-12
9.361422050e-05,2.082166406e-09,8.674782568e-12
1.016680290e-04,2.123916096e-09,8.674448144e-12
1.104147218e-04,2.162467318e-09,8.674116399e-12
1.199139092e-04,2.198014058e-09,8.673786997e-12
1.302303297e-04,2.230507756e-09,8.673459634e-12
1.414342913e-04,2.259938706e-09,8.673134032e-12
1.536021509e-04,2.286439382e-09,8.672809939e-12
1.668168345e-04,2.310227323e-09,8.672487129e-12
1.811684024e-04,2.331517430e-09,8.672165396e-12
1.967546628e-04,2.350492171e-09,8.671844557e-12
2.136818386e-04,2.367316061e-09,8.671524442e-12
2.320652914e-04,2.382147836e-09,8.671204896e-12
2.520303074e-04,2.395139204e-09,8.670885778e-12
2.737129515e-04,2.406432291e-09,8.670566956e-12
2.972609945e-04,2.416159863e-09,8.670248307e-12
3.228349202e-04,2.424445791e-09,8.669929719e-12
3.506090191e-04,2.431405274e-09,8.669611084e-12
3.807725762e-04,2.437145177e-09,8.669292301e-12
4.135311613e-04,2.441764438e-09,8.668973278e-12
4.491080293e-04,2.445354531e-09,8.668653925e-12
4.877456427e-04,2.448000004e-09,8.668334160e-12
5.297073230e-04,2.449779114e-09,8.668013908e-12
5.752790460e-04,2.450764587e-09,8.667693099e-12
6.247713906e-04,2.451024522e-09,8.667371672e-12
6.785216552e-04,2.450623350e-09,8.667049577e-12
7.368961568e-04,2.449622602e-09,8.666726771e-12
8.002927271e-04,2.448081086e-09,8.666403224e-12
8.691434243e-04,2.446054087e-09,8.666078917e-12
9.439174773e-04,2.443591770e-09,8.665753841e-12
1.025124483e-03,2.440737689e-09,8.665427992e-12
1.113317882e-03,2.437528444e-09,8.665101374e-12
1.209098725e-03,2.433994729e-09,8.664773989e-12
1.313119776e-03,2.430163054e-09,8.664445844e-12
1.426089954e-03,2.426057283e-09,8.664116937e-12
1.548779171e-03,2.421699587e-09,8.663787269e-12
1.682023573e-03,2.417110854e-09,8.663456835e-12
1.826731243e-03,2.412310799e-09,8.663125627e-12
1.983888387e-03,2.407317945e-09,8.662793636e-12
2.154566058e-03,2.402149584e-09,8.662460850e-12
2.339927452e-03,2.396821771e-09,8.662127257e-12
2.541235837e-03,2.391349332e-09,8.661792844e-12
2.759863163e-03,2.385745913e-09,8.661457596e-12
2.997299412e-03,2.380024038e-09,8.661121500e-12
3.255162750e-03,2.374195174e-09,8.660784543e-12
3.535210559e-03,2.368269811e-09,8.660446712e-12
3.839351411e-03,2.362257528e-09,8.660107993e-12
4.169658076e-03,2.356167067e-09,8.659768374e-12
4.528381648e-03,2.350006405e-09,8.659427844e-12
4.917966887e-03,2.343782809e-09,8.659086391e-12
5.341068882e-03,2.337502907e-09,8.658744005e-12
5.800571141e-03,2.331172732e-09,8.658400676e-12
6.299605249e-03,2.324797782e-09,8.658056392e-12
6.841572206e-03,2.318383062e-09,8.657711146e-12
7.430165605e-03,2.311933127e-09,8.657364928e-12
8.069396808e-03,2.305452124e-09,8.657017730e-12
8.763622280e-03,2.298943828e-09,8.656669542e-12
9.517573283e-03,2.292411671e-09,8.656320358e-12
1.033638812e-02,2.285858777e-09,8.655970170e-12
1.122564714e-02,2.279287986e-09,8.655618970e-12
1.219141080e-02,2.272701883e-09,8.655266750e-12
1.324026093e-02,2.266102817e-09,8.654913505e-12
1.437934563e-02,2.259492922e-09,8.654559226e-12
1.561642793e-02,2.252874141e-09,8.654203909e-12
1.695993877e-02,2.246248239e-09,8.653847545e-12
1.841903438e-02,2.239616817e-09,8.653490128e-12
2.000365875e-02,2.232981334e-09,8.653131653e-12
2.172461136e-02,2.226343114e-09,8.652772113e-12
2.359362077e-02,2.219703357e-09,8.652411502e-12
2.562342460e-02,2.213063157e-09,8.652049814e-12
2.782785629e-02,2.206423504e-09,8.651687043e-12
3.022193940e-02,2.199785299e-09,8.651323184e-12
3.282199002e-02,2.193149359e-09,8.650958230e-12
3.564572791e-02,2.186516426e-09,8.650592175e-12
3.871239731e-02,2.179887174e-09,8.650225014e-12
4.204289809e-02,2.173262212e-09,8.649856742e-12
4.565992814e-02,2.166642096e-09,8.649487352e-12
4.958813813e-02,2.160027328e-09,8.649116838e-12
5.385429946e-02,2.153418363e-09,8.648745196e-12
5.848748672e-02,2.146815617e-09,8.648372420e-12
6.351927584e-02,2.140219462e-09,8.647998503e-12
6.898395930e-02,2.133630241e-09,8.647623440e-12
7.491877982e-02,2.127048260e-09,8.647247226e-12
8.136418417e-02,2.120473799e-09,8.646869855e-12
8.836409885e-02,2.113907111e-09,8.646491322e-12
9.596622943e-02,2.107348425e-09,8.646111619e-12
1.042223857e-01,2.100797950e-09,8.645730743e-12
1.131888347e-01,2.094255873e-09,8.645348687e-12
1.229266843e-01,2.087722364e-09,8.644965446e-12
1.335022994e-01,2.081197579e-09,8.644581013e-12
1.449877548e-01,2.074681656e-09,8.644195383e-12
1.574613256e-01,2.068174723e-09,8.643808551e-12
1.710080213e-01,2.061676894e-09,8.643420510e-12
1.857201649e-01,2.055188272e-09,8.643031255e-12
2.016980220e-01,2.048708951e-09,8.642640780e-12
2.190504844e-01,2.042239016e-09,8.642249078e-12
2.378958120e-01,2.035778544e-09,8.641856145e-12
2.583624387e-01,2.029327604e-09,8.641461974e-12
2.805898480e-01,2.022886259e-09,8.641066559e-12
3.047295234e-01,2.016454565e-09,8.640669895e-12
3.309459808e-01,2.010032575e-09,8.640271974e-12
3.594178896e-01,2.003620334e-09,8.639872792e-12
3.903392905e-01,1.997217884e-09,8.639472342e-12
4.239209181e-01,1.990825263e-09,8.639070618e-12
4.603916366e-01,1.984442506e-09,8.638667613e-12
5.000000000e-01,1.978069644e-09,8.638263323e-12
